"year","month","P_ID","T_ID","AB","HIT","H2","H3","HR","BB","HP","KK","BK","PA","R","ER","SF","stadium_MH","stadium_MS","stadium_JS","stadium_SW","stadium_DJ","stadium_DG","stadium_GJ","stadium_GC","stadium_SJ","stadium_PH","stadium_US","stadium_CJ","stadium_CW","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","HOME","AWAY"
2018,5,64017,"KT",36,10,3,0,1,1,0,6,0,37,2,2,0,0,0,2,11,3,3,3,0,2,0,0,0,0,3,3,0,3,2,3,2,0,6,2,11,13
2018,5,64029,"KT",42,12,1,0,1,7,0,5,0,51,3,3,2,0,0,2,11,3,3,3,0,2,0,0,0,0,3,3,0,3,2,3,2,0,6,2,11,13
2018,5,64759,"HH",19,3,0,0,0,4,2,3,0,25,2,2,0,3,0,3,0,14,2,0,3,0,0,0,0,0,0,0,3,6,0,5,3,3,2,3,14,11
2018,5,64805,"SK",34,6,1,0,0,5,1,7,0,40,4,4,0,10,3,4,0,0,3,3,0,0,0,0,0,0,3,3,0,2,2,3,4,0,3,3,10,13
2018,5,64995,"NC",37,6,2,0,0,5,0,8,0,43,2,2,1,0,11,3,3,5,0,3,0,0,0,0,0,0,5,6,3,3,2,0,0,3,0,3,11,14
2018,5,65056,"KT",20,4,0,0,0,1,0,4,0,21,1,1,0,0,0,2,11,3,3,3,0,2,0,0,0,0,3,3,0,3,2,3,2,0,6,2,11,13
2018,5,65060,"KT",108,38,10,0,4,10,1,17,0,121,28,27,2,0,0,2,11,3,3,3,0,2,0,0,0,0,3,3,0,3,2,3,2,0,6,2,11,13
2018,5,65062,"KT",29,8,2,0,0,1,0,6,0,31,1,1,1,0,0,2,11,3,3,3,0,2,0,0,0,0,3,3,0,3,2,3,2,0,6,2,11,13
2018,5,65064,"NC",3,0,0,0,0,0,0,2,0,3,0,0,0,0,11,3,3,5,0,3,0,0,0,0,0,0,5,6,3,3,2,0,0,3,0,3,11,14
2018,5,65320,"WO",117,29,6,0,3,10,2,22,0,130,11,11,1,3,3,2,2,0,0,3,12,0,0,0,0,0,3,6,2,0,3,3,2,3,3,0,12,13
2018,5,65331,"KT",45,17,3,0,2,1,1,9,0,48,8,7,1,0,0,2,11,3,3,3,0,2,0,0,0,0,3,3,0,3,2,3,2,0,6,2,11,13
2018,5,65543,"OB",122,25,7,1,4,6,2,31,0,132,10,10,2,0,0,14,0,3,0,3,0,3,0,0,0,0,3,3,2,3,3,0,0,4,3,2,11,12
2018,5,65546,"LT",120,35,5,0,4,9,3,29,1,137,13,11,5,2,2,3,0,0,3,0,3,11,0,0,0,0,0,3,2,6,0,2,3,2,3,3,11,13
2018,5,65616,"HT",16,7,0,2,0,5,2,1,0,23,4,4,0,0,3,0,0,0,2,15,3,3,0,0,0,0,0,0,3,0,3,6,3,3,2,6,15,11
2018,5,65618,"HT",55,12,3,0,2,1,2,7,0,58,5,4,0,0,3,0,0,0,2,15,3,3,0,0,0,0,0,0,3,0,3,6,3,3,2,6,15,11
2018,5,65643,"HT",16,4,0,0,1,1,0,4,0,17,1,1,0,0,3,0,0,0,2,15,3,3,0,0,0,0,0,0,3,0,3,6,3,3,2,6,15,11
2018,5,65742,"WO",129,37,2,1,4,9,2,25,0,140,15,14,0,3,3,2,2,0,0,3,12,0,0,0,0,0,3,6,2,0,3,3,2,3,3,0,12,13
2018,5,65764,"HH",83,22,6,0,5,8,0,15,0,91,12,12,0,3,0,3,0,14,2,0,3,0,0,0,0,0,0,0,3,6,0,5,3,3,2,3,14,11
2018,5,65769,"HH",14,4,1,0,0,2,0,5,0,17,1,1,1,3,0,3,0,14,2,0,3,0,0,0,0,0,0,0,3,6,0,5,3,3,2,3,14,11
2018,5,65802,"SK",5,1,0,0,1,0,0,2,0,5,1,1,0,10,3,4,0,0,3,3,0,0,0,0,0,0,3,3,0,2,2,3,4,0,3,3,10,13
2018,5,65856,"SK",115,36,10,1,6,7,4,30,0,126,19,19,0,10,3,4,0,0,3,3,0,0,0,0,0,0,3,3,0,2,2,3,4,0,3,3,10,13
2018,5,65933,"NC",109,34,8,1,1,4,0,20,1,117,14,14,4,0,11,3,3,5,0,3,0,0,0,0,0,0,5,6,3,3,2,0,0,3,0,3,11,14
2018,5,66018,"WO",30,10,1,0,3,2,0,4,0,32,6,6,0,3,3,2,2,0,0,3,12,0,0,0,0,0,3,6,2,0,3,3,2,3,3,0,12,13
2018,5,66047,"KT",12,5,3,0,0,2,0,0,0,14,4,4,0,0,0,2,11,3,3,3,0,2,0,0,0,0,3,3,0,3,2,3,2,0,6,2,11,13
2018,5,66145,"LG",93,31,9,1,3,9,1,13,0,104,24,23,1,2,0,12,3,3,0,0,0,3,3,0,0,0,6,0,3,0,6,3,3,2,3,0,12,14
2018,5,66291,"OB",78,20,6,2,3,12,1,16,0,92,15,13,1,0,0,14,0,3,0,3,0,3,0,0,0,0,3,3,2,3,3,0,0,4,3,2,11,12
2018,5,66451,"SS",53,12,1,0,1,3,0,19,0,57,3,3,1,0,0,3,3,0,13,0,3,0,3,0,0,0,2,2,6,3,3,0,3,3,0,3,16,9
2018,5,66492,"SS",42,14,2,1,1,5,2,10,0,50,6,5,1,0,0,3,3,0,13,0,3,0,3,0,0,0,2,2,6,3,3,0,3,3,0,3,16,9
2018,5,66643,"HT",149,41,8,0,4,4,2,30,1,158,15,14,3,0,3,0,0,0,2,15,3,3,0,0,0,0,0,0,3,0,3,6,3,3,2,6,15,11
2018,5,66741,"HH",105,32,8,0,3,8,5,15,0,118,16,14,0,3,0,3,0,14,2,0,3,0,0,0,0,0,0,0,3,6,0,5,3,3,2,3,14,11
2018,5,66859,"SK",12,4,1,0,1,3,0,3,0,15,5,5,0,10,3,4,0,0,3,3,0,0,0,0,0,0,3,3,0,2,2,3,4,0,3,3,10,13
2018,5,66920,"NC",95,23,7,0,2,8,1,23,0,106,12,12,2,0,11,3,3,5,0,3,0,0,0,0,0,0,5,6,3,3,2,0,0,3,0,3,11,14
2018,5,66960,"NC",68,25,2,1,4,10,1,11,0,84,15,12,5,0,11,3,3,5,0,3,0,0,0,0,0,0,5,6,3,3,2,0,0,3,0,3,11,14
2018,5,67066,"KT",36,7,2,0,0,3,0,7,0,43,4,2,4,0,0,2,11,3,3,3,0,2,0,0,0,0,3,3,0,3,2,3,2,0,6,2,11,13
2018,5,67119,"LG",41,11,4,0,2,4,1,4,0,46,8,8,0,2,0,12,3,3,0,0,0,3,3,0,0,0,6,0,3,0,6,3,3,2,3,0,12,14
2018,5,67266,"OB",50,9,2,0,1,1,1,15,0,52,2,2,0,0,0,14,0,3,0,3,0,3,0,0,0,0,3,3,2,3,3,0,0,4,3,2,11,12
2018,5,67313,"WO",117,31,5,1,3,10,4,30,0,132,14,13,1,3,3,2,2,0,0,3,12,0,0,0,0,0,3,6,2,0,3,3,2,3,3,0,12,13
2018,5,67443,"SS",4,1,0,0,0,0,0,1,0,4,0,0,0,0,0,3,3,0,13,0,3,0,3,0,0,0,2,2,6,3,3,0,3,3,0,3,16,9
2018,5,67588,"LT",47,13,4,0,0,5,0,13,0,52,7,7,0,2,2,3,0,0,3,0,3,11,0,0,0,0,0,3,2,6,0,2,3,2,3,3,11,13
2018,5,67640,"HT",41,10,4,0,2,9,1,11,0,54,8,6,3,0,3,0,0,0,2,15,3,3,0,0,0,0,0,0,3,0,3,6,3,3,2,6,15,11
2018,5,67645,"HT",132,48,6,1,8,3,0,20,0,135,24,24,0,0,3,0,0,0,2,15,3,3,0,0,0,0,0,0,3,0,3,6,3,3,2,6,15,11
2018,5,67703,"HH",30,9,2,0,1,3,0,3,0,33,1,1,0,3,0,3,0,14,2,0,3,0,0,0,0,0,0,0,3,6,0,5,3,3,2,3,14,11
2018,5,67828,"WO",31,12,1,0,2,6,0,5,0,38,8,8,1,3,3,2,2,0,0,3,12,0,0,0,0,0,3,6,2,0,3,3,2,3,3,0,12,13
2018,5,67840,"SK",5,2,1,0,0,0,0,1,0,5,1,1,0,10,3,4,0,0,3,3,0,0,0,0,0,0,3,3,0,2,2,3,4,0,3,3,10,13
2018,5,67863,"SK",10,6,2,0,0,0,0,0,0,11,5,5,1,10,3,4,0,0,3,3,0,0,0,0,0,0,3,3,0,2,2,3,4,0,3,3,10,13
2018,5,68036,"KT",5,2,1,0,0,0,0,1,0,5,1,1,0,0,0,2,11,3,3,3,0,2,0,0,0,0,3,3,0,3,2,3,2,0,6,2,11,13
2018,5,68067,"KT",12,4,1,0,0,1,0,1,0,15,2,2,2,0,0,2,11,3,3,3,0,2,0,0,0,0,3,3,0,3,2,3,2,0,6,2,11,13
2018,5,68130,"LG",7,1,0,0,0,0,0,2,0,7,0,0,0,2,0,12,3,3,0,0,0,3,3,0,0,0,6,0,3,0,6,3,3,2,3,0,12,14
2018,5,68135,"LG",123,35,1,2,3,6,0,25,0,130,16,15,1,2,0,12,3,3,0,0,0,3,3,0,0,0,6,0,3,0,6,3,3,2,3,0,12,14
2018,5,68200,"OB",2,1,0,0,0,2,0,0,0,4,2,2,0,0,0,14,0,3,0,3,0,3,0,0,0,0,3,3,2,3,3,0,0,4,3,2,11,12
2018,5,68220,"OB",31,13,3,0,2,4,0,5,0,37,7,7,2,0,0,14,0,3,0,3,0,3,0,0,0,0,3,3,2,3,3,0,0,4,3,2,11,12
2018,5,68240,"OB",91,21,2,0,3,14,5,21,0,111,15,15,1,0,0,14,0,3,0,3,0,3,0,0,0,0,3,3,2,3,3,0,0,4,3,2,11,12
2018,5,68260,"OB",34,11,1,0,2,6,1,5,0,42,7,7,1,0,0,14,0,3,0,3,0,3,0,0,0,0,3,3,2,3,3,0,0,4,3,2,11,12
2018,5,68341,"WO",14,1,0,0,0,2,0,4,0,16,0,0,0,3,3,2,2,0,0,3,12,0,0,0,0,0,3,6,2,0,3,3,2,3,3,0,12,13
2018,5,68400,"SS",120,28,8,1,1,11,1,27,0,133,10,10,1,0,0,3,3,0,13,0,3,0,3,0,0,0,2,2,6,3,3,0,3,3,0,3,16,9
2018,5,68419,"SS",19,8,1,0,0,1,0,2,0,20,2,1,0,0,0,3,3,0,13,0,3,0,3,0,0,0,2,2,6,3,3,0,3,3,0,3,16,9
2018,5,68435,"SS",138,39,11,0,2,7,3,33,0,150,15,12,2,0,0,3,3,0,13,0,3,0,3,0,0,0,2,2,6,3,3,0,3,3,0,3,16,9
2018,5,68526,"LT",115,29,10,0,1,9,2,28,1,130,9,9,4,2,2,3,0,0,3,0,3,11,0,0,0,0,0,3,2,6,0,2,3,2,3,3,11,13
2018,5,68556,"LT",23,7,2,0,1,2,1,5,0,27,4,4,1,2,2,3,0,0,3,0,3,11,0,0,0,0,0,3,2,6,0,2,3,2,3,3,11,13
2018,5,68659,"HT",13,4,1,0,0,0,0,3,0,13,3,3,0,0,3,0,0,0,2,15,3,3,0,0,0,0,0,0,3,0,3,6,3,3,2,6,15,11
2018,5,68703,"HH",21,5,0,0,3,1,1,6,1,24,4,4,1,3,0,3,0,14,2,0,3,0,0,0,0,0,0,0,3,6,0,5,3,3,2,3,14,11
2018,5,68742,"HH",114,34,5,0,1,8,3,30,0,125,14,14,0,3,0,3,0,14,2,0,3,0,0,0,0,0,0,0,3,6,0,5,3,3,2,3,14,11
2018,5,68748,"HH",145,37,6,0,4,8,0,45,0,154,19,18,1,3,0,3,0,14,2,0,3,0,0,0,0,0,0,0,3,6,0,5,3,3,2,3,14,11
2018,5,68815,"SK",106,27,3,1,4,1,2,23,0,110,14,13,1,10,3,4,0,0,3,3,0,0,0,0,0,0,3,3,0,2,2,3,4,0,3,3,10,13
2018,5,68948,"NC",60,17,3,0,0,4,0,11,0,64,12,7,0,0,11,3,3,5,0,3,0,0,0,0,0,0,5,6,3,3,2,0,0,3,0,3,11,14
2018,5,68953,"NC",57,24,4,0,4,4,0,8,1,61,14,14,0,0,11,3,3,5,0,3,0,0,0,0,0,0,5,6,3,3,2,0,0,3,0,3,11,14
2018,5,70425,"HH",112,32,7,2,5,3,2,25,0,118,16,15,1,3,0,3,0,14,2,0,3,0,0,0,0,0,0,0,3,6,0,5,3,3,2,3,14,11
2018,5,71118,"LG",39,13,4,0,2,2,0,5,0,43,9,9,2,2,0,12,3,3,0,0,0,3,3,0,0,0,6,0,3,0,6,3,3,2,3,0,12,14
2018,5,72535,"LT",30,11,4,0,0,1,0,3,0,32,11,7,1,2,2,3,0,0,3,0,3,11,0,0,0,0,0,3,2,6,0,2,3,2,3,3,11,13
2018,5,72862,"LT",39,7,1,0,1,5,0,14,0,45,4,4,1,2,2,3,0,0,3,0,3,11,0,0,0,0,0,3,2,6,0,2,3,2,3,3,11,13
2018,5,73117,"SS",42,16,5,0,0,4,2,6,0,49,6,6,1,0,0,3,3,0,13,0,3,0,3,0,0,0,2,2,6,3,3,0,3,3,0,3,16,9
2018,5,73211,"LT",111,33,8,1,1,9,0,19,0,121,20,18,1,2,2,3,0,0,3,0,3,11,0,0,0,0,0,3,2,6,0,2,3,2,3,3,11,13
2018,5,73248,"OB",41,10,0,0,1,2,1,10,0,45,3,3,1,0,0,14,0,3,0,3,0,3,0,0,0,0,3,3,2,3,3,0,0,4,3,2,11,12
2018,5,73632,"SK",12,4,2,0,0,2,0,0,0,15,2,2,1,10,3,4,0,0,3,3,0,0,0,0,0,0,3,3,0,2,2,3,4,0,3,3,10,13
2018,5,73738,"HH",63,21,1,0,1,2,0,8,0,68,6,6,3,3,0,3,0,14,2,0,3,0,0,0,0,0,0,0,3,6,0,5,3,3,2,3,14,11
2018,5,73801,"HH",41,12,1,1,1,6,0,9,0,48,6,4,1,3,0,3,0,14,2,0,3,0,0,0,0,0,0,0,3,6,0,5,3,3,2,3,14,11
2018,5,74359,"WO",30,9,2,0,0,1,0,4,0,32,6,6,1,3,3,2,2,0,0,3,12,0,0,0,0,0,3,6,2,0,3,3,2,3,3,0,12,13
2018,5,74454,"SS",109,41,10,0,5,9,3,20,0,126,26,22,5,0,0,3,3,0,13,0,3,0,3,0,0,0,2,2,6,3,3,0,3,3,0,3,16,9
2018,5,74513,"OB",52,18,3,0,2,7,2,9,0,61,15,15,0,0,0,14,0,3,0,3,0,3,0,0,0,0,3,3,2,3,3,0,0,4,3,2,11,12
2018,5,74838,"SK",18,7,0,1,1,3,0,5,0,21,5,5,0,10,3,4,0,0,3,3,0,0,0,0,0,0,3,3,0,2,2,3,4,0,3,3,10,13
2018,5,74857,"HH",42,8,2,0,0,4,0,9,0,48,2,1,2,3,0,3,0,14,2,0,3,0,0,0,0,0,0,0,3,6,0,5,3,3,2,3,14,11
2018,5,75138,"SK",42,12,1,0,1,4,1,5,0,50,9,2,3,10,3,4,0,0,3,3,0,0,0,0,0,0,3,3,0,2,2,3,4,0,3,3,10,13
2018,5,75149,"KT",32,9,3,0,1,1,0,7,0,33,5,5,0,0,0,2,11,3,3,3,0,2,0,0,0,0,3,3,0,3,2,3,2,0,6,2,11,13
2018,5,75250,"SK",30,9,3,0,3,3,0,7,0,34,9,9,1,10,3,4,0,0,3,3,0,0,0,0,0,0,3,3,0,2,2,3,4,0,3,3,10,13
2018,5,75258,"KT",125,43,4,0,3,9,1,15,0,137,11,11,2,0,0,2,11,3,3,3,0,2,0,0,0,0,3,3,0,3,2,3,2,0,6,2,11,13
2018,5,75321,"LT",37,13,3,0,0,2,0,10,0,40,8,8,1,2,2,3,0,0,3,0,3,11,0,0,0,0,0,3,2,6,0,2,3,2,3,3,11,13
2018,5,75342,"WO",38,9,2,0,1,5,1,13,0,44,3,3,0,3,3,2,2,0,0,3,12,0,0,0,0,0,3,6,2,0,3,3,2,3,3,0,12,13
2018,5,75537,"LT",3,2,0,0,0,1,1,0,0,5,5,4,0,2,2,3,0,0,3,0,3,11,0,0,0,0,0,3,2,6,0,2,3,2,3,3,11,13
2018,5,75867,"NC",24,16,2,1,4,2,0,3,0,26,16,16,0,0,11,3,3,5,0,3,0,0,0,0,0,0,5,6,3,3,2,0,0,3,0,3,11,14
2018,5,76118,"NC",51,12,1,0,0,3,0,9,0,54,3,2,0,0,11,3,3,5,0,3,0,0,0,0,0,0,5,6,3,3,2,0,0,3,0,3,11,14
2018,5,76329,"OB",16,6,1,0,2,1,0,1,0,17,6,6,0,0,0,14,0,3,0,3,0,3,0,0,0,0,3,3,2,3,3,0,0,4,3,2,11,12
2018,5,76350,"HT",17,8,1,1,2,2,0,1,0,19,9,8,0,0,3,0,0,0,2,15,3,3,0,0,0,0,0,0,3,0,3,6,3,3,2,6,15,11
2018,5,76355,"SS",83,27,7,1,1,6,1,12,0,91,16,16,1,0,0,3,3,0,13,0,3,0,3,0,0,0,2,2,6,3,3,0,3,3,0,3,16,9
2018,5,76430,"WO",35,10,0,0,0,2,0,10,0,37,3,3,0,3,3,2,2,0,0,3,12,0,0,0,0,0,3,6,2,0,3,3,2,3,3,0,12,13
2018,5,76455,"LG",120,35,4,2,5,10,0,23,0,131,18,17,1,2,0,12,3,3,0,0,0,3,3,0,0,0,6,0,3,0,6,3,3,2,3,0,12,14
2018,5,76540,"LT",32,11,4,0,1,3,1,4,0,38,8,6,2,2,2,3,0,0,3,0,3,11,0,0,0,0,0,3,2,6,0,2,3,2,3,3,11,13
2018,5,76610,"SS",61,20,8,0,2,2,1,9,0,65,9,9,1,0,0,3,3,0,13,0,3,0,3,0,0,0,2,2,6,3,3,0,3,3,0,3,16,9
2018,5,76650,"LG",26,10,0,1,1,5,0,5,0,33,12,12,2,2,0,12,3,3,0,0,0,3,3,0,0,0,6,0,3,0,6,3,3,2,3,0,12,14
2018,5,76757,"NC",58,22,4,1,3,6,1,10,0,68,17,16,3,0,11,3,3,5,0,3,0,0,0,0,0,0,5,6,3,3,2,0,0,3,0,3,11,14
2018,5,76858,"SK",10,2,0,0,1,1,0,2,0,11,1,1,0,10,3,4,0,0,3,3,0,0,0,0,0,0,3,3,0,2,2,3,4,0,3,3,10,13
2018,5,77211,"OB",78,17,1,0,2,4,0,11,0,82,3,3,0,0,0,14,0,3,0,3,0,3,0,0,0,0,3,3,2,3,3,0,0,4,3,2,11,12
2018,5,77263,"OB",45,7,0,0,0,3,0,15,0,48,3,1,0,0,0,14,0,3,0,3,0,3,0,0,0,0,3,3,2,3,3,0,0,4,3,2,11,12
2018,5,77318,"LT",41,12,0,1,1,6,1,9,0,51,6,4,3,2,2,3,0,0,3,0,3,11,0,0,0,0,0,3,2,6,0,2,3,2,3,3,11,13
2018,5,77446,"SS",64,17,4,0,1,3,0,14,0,69,4,4,2,0,0,3,3,0,13,0,3,0,3,0,0,0,2,2,6,3,3,0,3,3,0,3,16,9
2018,5,77637,"HT",119,34,5,0,2,8,1,31,0,130,11,10,2,0,3,0,0,0,2,15,3,3,0,0,0,0,0,0,3,0,3,6,3,3,2,6,15,11
2018,5,77829,"SK",93,19,5,1,1,3,0,22,0,97,5,5,1,10,3,4,0,0,3,3,0,0,0,0,0,0,3,3,0,2,2,3,4,0,3,3,10,13
2018,5,77927,"SS",45,14,5,0,2,6,2,9,0,55,6,6,2,0,0,3,3,0,13,0,3,0,3,0,0,0,2,2,6,3,3,0,3,3,0,3,16,9
2018,5,78148,"LG",39,10,3,0,0,3,2,7,0,44,3,3,0,2,0,12,3,3,0,0,0,3,3,0,0,0,6,0,3,0,6,3,3,2,3,0,12,14
2018,5,78247,"OB",2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,14,0,3,0,3,0,3,0,0,0,0,3,3,2,3,3,0,0,4,3,2,11,12
2018,5,78248,"KT",36,14,1,0,4,1,1,2,0,38,7,7,0,0,0,2,11,3,3,3,0,2,0,0,0,0,3,3,0,3,2,3,2,0,6,2,11,13
2018,5,78819,"SK",15,7,1,0,2,3,1,2,0,19,9,9,0,10,3,4,0,0,3,3,0,0,0,0,0,0,3,3,0,2,2,3,4,0,3,3,10,13
2018,5,79140,"LG",25,5,1,0,1,2,0,5,0,27,5,5,0,2,0,12,3,3,0,0,0,3,3,0,0,0,6,0,3,0,6,3,3,2,3,0,12,14
2018,5,79191,"KT",6,2,0,0,0,0,0,2,0,6,1,0,0,0,0,2,11,3,3,3,0,2,0,0,0,0,3,3,0,3,2,3,2,0,6,2,11,13
2018,5,79229,"OB",72,23,6,0,3,2,0,11,0,75,12,12,1,0,0,14,0,3,0,3,0,3,0,0,0,0,3,3,2,3,3,0,0,4,3,2,11,12
2018,5,79293,"LT",43,10,0,0,1,3,0,13,0,46,2,2,0,2,2,3,0,0,3,0,3,11,0,0,0,0,0,3,2,6,0,2,3,2,3,3,11,13
2018,5,79358,"NC",17,6,1,1,1,3,0,4,0,20,6,6,0,0,11,3,3,5,0,3,0,0,0,0,0,0,5,6,3,3,2,0,0,3,0,3,11,14
2018,5,79545,"LT",50,12,3,0,0,7,0,17,0,58,3,0,1,2,2,3,0,0,3,0,3,11,0,0,0,0,0,3,2,6,0,2,3,2,3,3,11,13
2018,5,79764,"HH",42,7,2,0,0,1,0,5,0,43,1,0,0,3,0,3,0,14,2,0,3,0,0,0,0,0,0,0,3,6,0,5,3,3,2,3,14,11
2018,5,79825,"LG",17,6,2,0,1,2,1,1,0,20,3,3,0,2,0,12,3,3,0,0,0,3,3,0,0,0,6,0,3,0,6,3,3,2,3,0,12,14
2018,5,79847,"SK",62,18,7,0,1,4,0,13,0,67,10,9,1,10,3,4,0,0,3,3,0,0,0,0,0,0,3,3,0,2,2,3,4,0,3,3,10,13
2018,5,95657,"HT",44,9,3,0,1,9,1,10,0,56,4,4,2,0,3,0,0,0,2,15,3,3,0,0,0,0,0,0,3,0,3,6,3,3,2,6,15,11
2018,5,99445,"SS",19,4,1,0,1,1,0,7,0,20,2,2,0,0,0,3,3,0,13,0,3,0,3,0,0,0,2,2,6,3,3,0,3,3,0,3,16,9
2018,5,99563,"KT",48,10,1,1,1,2,1,8,0,52,3,3,1,0,0,2,11,3,3,3,0,2,0,0,0,0,3,3,0,3,2,3,2,0,6,2,11,13
2018,6,60105,"LG",17,4,1,0,0,2,0,5,0,19,1,1,0,2,3,13,0,0,3,0,0,0,0,0,3,0,6,3,1,0,3,3,0,2,3,3,13,11
2018,6,60140,"LG",41,17,2,0,1,4,1,12,0,48,8,6,2,2,3,13,0,0,3,0,0,0,0,0,3,0,6,3,1,0,3,3,0,2,3,3,13,11
2018,6,60181,"LG",43,11,2,0,2,4,0,11,0,48,6,6,1,2,3,13,0,0,3,0,0,0,0,0,3,0,6,3,1,0,3,3,0,2,3,3,13,11
2018,6,60263,"NC",93,20,3,2,3,7,2,14,0,103,14,13,1,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,60339,"NC",4,1,1,0,0,0,0,1,0,4,0,0,0,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,60559,"LT",25,9,1,1,2,2,0,4,0,27,7,7,0,3,3,3,3,2,0,0,0,11,0,0,0,0,5,2,3,3,0,3,0,3,3,3,11,14
2018,6,60634,"HT",41,10,2,0,1,2,0,9,0,46,3,3,3,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,60636,"HT",5,2,2,0,0,1,0,2,0,6,2,2,0,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,60768,"HH",54,13,2,1,1,2,1,16,0,57,3,3,0,0,3,3,0,11,0,0,3,3,0,0,3,0,0,0,0,6,5,3,3,3,3,3,14,12
2018,6,60841,"SK",112,28,7,0,4,8,1,20,0,121,14,13,0,12,0,0,3,3,3,3,0,0,0,0,0,0,3,4,6,2,3,0,0,0,6,0,12,12
2018,6,61101,"LG",87,35,5,0,4,6,3,16,0,97,23,21,1,2,3,13,0,0,3,0,0,0,0,0,3,0,6,3,1,0,3,3,0,2,3,3,13,11
2018,6,61214,"OB",19,4,0,0,1,0,0,7,0,19,2,2,0,0,3,11,0,3,3,3,3,0,0,0,0,0,3,5,3,0,0,6,0,0,3,6,11,15
2018,6,61240,"KT",126,33,6,1,3,10,1,41,0,138,10,10,1,3,3,4,14,0,0,0,0,0,0,0,0,0,0,3,0,1,3,5,3,6,0,3,14,10
2018,6,61268,"WO",58,10,1,0,3,6,0,14,0,65,5,5,1,0,0,6,3,0,1,0,12,3,0,0,0,0,3,3,3,3,3,0,6,0,4,0,12,13
2018,6,61329,"LG",14,6,2,0,0,1,2,2,0,17,3,2,0,2,3,13,0,0,3,0,0,0,0,0,3,0,6,3,1,0,3,3,0,2,3,3,13,11
2018,6,61365,"SS",23,11,2,1,3,4,0,2,0,27,9,9,0,3,3,0,0,3,10,0,3,3,0,0,0,0,3,0,0,3,3,3,3,6,0,4,10,15
2018,6,61396,"WO",7,0,0,0,0,1,2,2,1,10,1,0,0,0,0,6,3,0,1,0,12,3,0,0,0,0,3,3,3,3,3,0,6,0,4,0,12,13
2018,6,61411,"SS",28,8,0,1,0,0,1,9,0,30,2,2,1,3,3,0,0,3,10,0,3,3,0,0,0,0,3,0,0,3,3,3,3,6,0,4,10,15
2018,6,61456,"WO",6,0,0,0,0,0,0,3,0,6,0,0,0,0,0,6,3,0,1,0,12,3,0,0,0,0,3,3,3,3,3,0,6,0,4,0,12,13
2018,6,61457,"SS",14,1,0,0,0,5,1,4,0,20,1,1,0,3,3,0,0,3,10,0,3,3,0,0,0,0,3,0,0,3,3,3,3,6,0,4,10,15
2018,6,61643,"HT",30,12,4,0,0,3,1,6,0,34,7,7,0,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,61666,"HT",38,10,0,0,0,6,0,7,0,46,4,4,2,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,61895,"SK",25,6,1,0,2,3,0,12,0,28,5,5,0,12,0,0,3,3,3,3,0,0,0,0,0,0,3,4,6,2,3,0,0,0,6,0,12,12
2018,6,62056,"SK",22,7,2,0,0,3,2,5,0,27,8,7,0,12,0,0,3,3,3,3,0,0,0,0,0,0,3,4,6,2,3,0,0,0,6,0,12,12
2018,6,62146,"LG",4,2,0,0,1,0,0,1,0,4,2,2,0,2,3,13,0,0,3,0,0,0,0,0,3,0,6,3,1,0,3,3,0,2,3,3,13,11
2018,6,62263,"OB",2,2,0,0,0,0,1,0,0,3,3,3,0,0,3,11,0,3,3,3,3,0,0,0,0,0,3,5,3,0,0,6,0,0,3,6,11,15
2018,6,62360,"WO",81,22,4,0,2,6,2,14,0,90,9,8,1,0,0,6,3,0,1,0,12,3,0,0,0,0,3,3,3,3,3,0,6,0,4,0,12,13
2018,6,62363,"WO",131,38,7,1,3,3,4,24,0,139,19,19,1,0,0,6,3,0,1,0,12,3,0,0,0,0,3,3,3,3,3,0,6,0,4,0,12,13
2018,6,62528,"LT",108,27,5,0,2,11,1,28,0,120,16,15,0,3,3,3,3,2,0,0,0,11,0,0,0,0,5,2,3,3,0,3,0,3,3,3,11,14
2018,6,62595,"LT",1,0,0,0,0,0,0,1,0,2,0,0,1,3,3,3,3,2,0,0,0,11,0,0,0,0,5,2,3,3,0,3,0,3,3,3,11,14
2018,6,62648,"HT",39,14,3,0,2,9,1,10,0,51,7,6,2,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,62698,"LG",133,36,6,0,5,4,1,37,0,139,20,16,1,2,3,13,0,0,3,0,0,0,0,0,3,0,6,3,1,0,3,3,0,2,3,3,13,11
2018,6,62754,"HT",65,23,2,0,2,5,1,7,0,71,7,5,0,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
